job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills,job_type_skills,job_posted_month
Data Engineer,Data Management & Engineering Specialist (m/w/d),Germany,via Stepstone,Full-time,False,Germany,2023-11-13 17:56:08,True,False,Germany,,,,Rosen Technology & Research Center GmbH,"['python', 'azure']","{'cloud': ['azure'], 'programming': ['python']}",Nov
Data Engineer,Data Engineer* - Data Pipelines,Germany,via LinkedIn,Full-time,False,Germany,2023-11-04 17:33:40,False,False,Germany,,,,Fraunhofer-Gesellschaft e.V. Zentrale München,,,Nov
Data Engineer,VP - Lead Big Data Engineer (Hadoop),Germany,via Jobs Trabajo.org,Full-time,False,Germany,2023-01-17 17:22:29,False,False,Germany,,,,JP Morgan,"['go', 'java', 'scala', 'shell', 'sql', 'cassandra', 'aws', 'hadoop', 'spark', 'spring', 'kafka', 'unix', 'git', 'jenkins', 'docker', 'kubernetes']","{'cloud': ['aws'], 'databases': ['cassandra'], 'libraries': ['hadoop', 'spark', 'spring', 'kafka'], 'os': ['unix'], 'other': ['git', 'jenkins', 'docker', 'kubernetes'], 'programming': ['go', 'java', 'scala', 'shell', 'sql']}",Jan
Software Engineer,Lead Software Engineer,Germany,via BeBee,Full-time,False,Germany,2023-09-17 17:12:16,True,False,Germany,,,,JP Morgan,,,Sep
Data Analyst,Analyst (m/w/d),Germany,via BeBee,Full-time,False,Germany,2023-11-20 17:17:18,False,False,Germany,,,,IQVIA Argentina,"['excel', 'powerpoint']","{'analyst_tools': ['excel', 'powerpoint']}",Nov
Senior Data Scientist,(Senior) Consultant Data Science,Germany,via BeBee,Full-time,False,Germany,2023-10-16 17:33:17,False,False,Germany,,,,Workwise GmbH,"['hadoop', 'alteryx', 'excel']","{'analyst_tools': ['alteryx', 'excel'], 'libraries': ['hadoop']}",Oct
Data Engineer,Data Engineering,Germany,via BeBee Deutschland,Full-time,False,Germany,2023-02-02 17:20:27,False,False,Germany,,,,Soorce Gmbh,"['azure', 'databricks']","{'cloud': ['azure', 'databricks']}",Feb
Data Engineer,Cloud Database Data Engineer III,Germany,"via Trabajo.org - Stellenangebote, Arbeit",Full-time,False,Germany,2023-04-03 17:23:59,True,False,Germany,,,,beBee S DE,"['sql', 'nosql', 'cassandra', 'aws', 'aurora', 'oracle']","{'cloud': ['aws', 'aurora', 'oracle'], 'databases': ['cassandra'], 'programming': ['sql', 'nosql']}",Apr
Data Engineer,Data Engineer / Datenbankentwickler (w/m/d) Microsoft / Sql-server...,Germany,via WREG Jobs,Full-time,False,Germany,2023-07-08 17:11:39,True,False,Germany,,,,CURACON GmbH Wirtschaftsprüfungsgesellschaft,,,Jul
Data Analyst,Analyst (m/w/d),Germany,via BeBee,Full-time,False,Germany,2023-11-20 17:17:20,False,False,Germany,,,,Easy Software,['tableau'],{'analyst_tools': ['tableau']},Nov
Data Analyst,Data Analyst,Germany,via BeBee,Full-time,False,Germany,2023-10-12 17:33:45,True,False,Germany,,,,Apria Healthcare Group,"['sql', 'excel', 'powerpoint', 'visio', 'word', 'spreadsheet']","{'analyst_tools': ['excel', 'powerpoint', 'visio', 'word', 'spreadsheet'], 'programming': ['sql']}",Oct
Data Engineer,Data Engineer / Business Intelligence Entwickler (m/w/d) bei...,Germany,via IT Jobs Suchen – Auftraggeber Stellenanzeige Aufgeben,Full-time,False,Germany,2023-12-11 17:51:17,True,False,Germany,,,,Liebherr-IT Services GmbH,"['sql', 'c#', 'sql server', 'azure', 'databricks', 'pyspark', 'ssis', 'ssrs', 'power bi']","{'analyst_tools': ['ssis', 'ssrs', 'power bi'], 'cloud': ['azure', 'databricks'], 'databases': ['sql server'], 'libraries': ['pyspark'], 'programming': ['sql', 'c#']}",Dec
Data Scientist,Data Scientist,Germany,via Recruit.net,Full-time,False,Germany,2023-07-27 23:38:40,False,False,Germany,,,,Codex Recruitment,"['python', 'r', 'pandas', 'numpy', 'excel', 'tableau', 'power bi']","{'analyst_tools': ['excel', 'tableau', 'power bi'], 'libraries': ['pandas', 'numpy'], 'programming': ['python', 'r']}",Jul
Data Engineer,Data Engineer (f/m/d),Germany,via Kaufland E-Commerce,Full-time,False,Germany,2023-06-05 23:38:39,False,False,Germany,,,,Kaufland e-commerce,"['python', 'sql', 'airflow', 'kafka', 'gitlab', 'kubernetes']","{'libraries': ['airflow', 'kafka'], 'other': ['gitlab', 'kubernetes'], 'programming': ['python', 'sql']}",Jun
Data Engineer,Data Engineer (f/m/d),Germany,via Kaufland E-Commerce,Full-time,False,Germany,2023-01-12 23:44:35,False,False,Germany,,,,Kaufland e-commerce,"['sql', 'python', 'go', 'bigquery', 'kafka', 'airflow', 'kubernetes']","{'cloud': ['bigquery'], 'libraries': ['kafka', 'airflow'], 'other': ['kubernetes'], 'programming': ['sql', 'python', 'go']}",Jan
Data Engineer,Machine Learning / Data Engineer at Nextail,Germany,via Jobrapido.com,Full-time,False,Germany,2023-01-10 23:39:32,False,False,Germany,,,,Nextail,"['databricks', 'aws', 'spark', 'flow', 'docker']","{'cloud': ['databricks', 'aws'], 'libraries': ['spark'], 'other': ['flow', 'docker']}",Jan
Data Engineer,Data Engineer (f/m/d),Germany,via Kaufland E-Commerce,Full-time,False,Germany,2023-04-12 00:12:35,False,False,Germany,,,,Kaufland e-commerce,"['python', 'sql', 'bigquery', 'gitlab', 'kubernetes', 'terraform']","{'cloud': ['bigquery'], 'other': ['gitlab', 'kubernetes', 'terraform'], 'programming': ['python', 'sql']}",Apr
Data Analyst,Performance Manager / Data Analyst (w/m/d),Germany,via Recruit.net,Full-time,False,Germany,2023-01-01 23:36:18,True,False,Germany,,,,1 1 Mail Media Applications Se,"['sql', 'excel', 'powerpoint', 'power bi']","{'analyst_tools': ['excel', 'powerpoint', 'power bi'], 'programming': ['sql']}",Jan
Machine Learning Engineer,ML Engineer,Germany,via Recruit.net,Full-time,False,Germany,2023-08-31 23:53:35,False,False,Germany,,,,ClearML,"['python', 'kubernetes']","{'other': ['kubernetes'], 'programming': ['python']}",Aug
Data Engineer,Data Engineer (f/m/d),Germany,via Kaufland E-Commerce,Full-time,False,Germany,2023-02-10 23:53:11,False,False,Germany,,,,Kaufland e-commerce,"['sql', 'python', 'go', 'bigquery', 'kafka', 'airflow', 'kubernetes']","{'cloud': ['bigquery'], 'libraries': ['kafka', 'airflow'], 'other': ['kubernetes'], 'programming': ['sql', 'python', 'go']}",Feb
Cloud Engineer,Build Engineer,Germany,via BeBee,Full-time,False,Germany,2023-11-16 23:18:29,True,False,Germany,,,,mediCAD Hectec GmbH,"['c#', 'lua', 'sql', 't-sql']","{'programming': ['c#', 'lua', 'sql', 't-sql']}",Nov
Cloud Engineer,(Senior) Web Analyst (f/m/d),Germany,via Kaufland E-Commerce,Full-time,False,Germany,2023-01-02 23:30:42,False,False,Germany,,,,Kaufland e-commerce,"['javascript', 'sql']","{'programming': ['javascript', 'sql']}",Jan
Data Engineer,Data Engineer,Germany,via BeBee,Full-time,False,Germany,2023-11-16 23:18:24,False,False,Germany,,,,Reply Group,"['python', 'java', 'scala']","{'programming': ['python', 'java', 'scala']}",Nov
Software Engineer,(Senior) Software Engineer (f/m/d) - Data Science/Machine Learning,Germany,via Kaufland E-Commerce,Full-time,False,Germany,2023-01-26 00:00:11,False,False,Germany,,,,Kaufland e-commerce,"['go', 'javascript', 'react', 'node.js', 'vue', 'angular']","{'libraries': ['react'], 'programming': ['go', 'javascript'], 'webframeworks': ['node.js', 'vue', 'angular']}",Jan
Senior Data Engineer,(Senior) Data Engineer / Data Scientist (w/m/d),Germany,via Recruit.net,Full-time,False,Germany,2023-02-12 23:36:31,False,False,Germany,,,,1 1 Mail Media Applications Se,['sql'],{'programming': ['sql']},Feb
Data Engineer,Senior Associate Data Engineering,Germany,via BeBee,Full-time,False,Germany,2023-09-20 23:14:18,False,False,Germany,,,,Publicis Sapient,"['python', 'sql', 'sql server', 'postgresql', 'mysql', 'azure', 'openstack', 'databricks', 'snowflake', 'airflow', 'spark']","{'cloud': ['azure', 'openstack', 'databricks', 'snowflake'], 'databases': ['sql server', 'postgresql', 'mysql'], 'libraries': ['airflow', 'spark'], 'programming': ['python', 'sql']}",Sep
Data Analyst,Analytics Engineer (f/m/d) - Web Analytics,Germany,via Kaufland E-Commerce,Full-time,False,Germany,2023-06-25 23:48:07,False,False,Germany,,,,Kaufland e-commerce,['javascript'],{'programming': ['javascript']},Jun
Data Scientist,Data Scientist,Germany,via Recruit.net,Full-time,False,Germany,2023-08-17 00:01:08,False,False,Germany,,,,Parker B Associates,"['python', 'java', 'c', 'c++', 'azure', 'aws']","{'cloud': ['azure', 'aws'], 'programming': ['python', 'java', 'c', 'c++']}",Aug
Senior Data Engineer,"Senior Clinical Data Engineer with Oncology exp. - Romania, South...",Germany,via XING,Full-time,False,Germany,2023-01-04 23:42:12,False,False,Germany,,,,Parexel International Corporation,"['sas', 'sas', 'r']","{'analyst_tools': ['sas'], 'programming': ['sas', 'r']}",Jan
Senior Data Engineer,Senior Data Engineer SQL BigQuery GCP,Germany,via Recruit.net,Full-time,False,Germany,2023-08-24 23:42:37,True,False,Germany,,,,Client Server,"['sql', 'python', 'gcp', 'bigquery', 'airflow']","{'cloud': ['gcp', 'bigquery'], 'libraries': ['airflow'], 'programming': ['sql', 'python']}",Aug
Data Scientist,Senior Consultant Data Science m/w/d,Germany,via StepStone,Full-time,False,Germany,2023-03-27 23:19:12,False,False,Germany,,,,Phoenix Contact GmbH & Co. KG,"['python', 'azure', 'snowflake', 'phoenix', 'microstrategy']","{'analyst_tools': ['microstrategy'], 'cloud': ['azure', 'snowflake'], 'programming': ['python'], 'webframeworks': ['phoenix']}",Mar
Data Analyst,Business Data Analyst,Germany,via Jobs Trabajo.org,Full-time,False,Germany,2023-12-20 23:17:47,True,False,Germany,,,,Hays,"['sql', 'excel', 'qlik', 'tableau']","{'analyst_tools': ['excel', 'qlik', 'tableau'], 'programming': ['sql']}",Dec
Data Analyst,Data Analyst (m/w/d),Germany,via Recruit.net,Full-time,False,Germany,2023-11-08 23:38:10,False,False,Germany,,,,KOSATEC Computer GmbH,"['r', 'sql', 'python', 'tableau']","{'analyst_tools': ['tableau'], 'programming': ['r', 'sql', 'python']}",Nov
Data Analyst,Junior scientist,Germany,via BeBee,Full-time and Part-time,False,Germany,2023-11-13 23:56:27,False,False,Germany,,,,Fachhochschule Südwestfalen,,,Nov
Senior Data Engineer,Senior Data Engineer at Workato,Germany,via Jobrapido.com,Full-time,False,Germany,2023-09-09 00:18:29,False,False,Germany,,,,Workato,"['sql', 'python', 'r', 'snowflake', 'redshift', 'bigquery', 'jira', 'slack']","{'async': ['jira'], 'cloud': ['snowflake', 'redshift', 'bigquery'], 'programming': ['sql', 'python', 'r'], 'sync': ['slack']}",Sep
Data Engineer,Data Engineer / ETL-Developer im IT Consulting (m/w/d),Germany,via Recruit.net,Full-time,False,Germany,2023-11-22 00:03:02,True,False,Germany,,,,ISR Information Products AG,"['sql', 'aws', 'azure', 'sap']","{'analyst_tools': ['sap'], 'cloud': ['aws', 'azure'], 'programming': ['sql']}",Nov
Data Analyst,Retail Data Analyst,Germany,via Jobs Trabajo.org,Full-time,False,Germany,2023-04-24 23:15:40,False,False,Germany,,,,GfK Growth from Knowledge,"['excel', 'powerpoint']","{'analyst_tools': ['excel', 'powerpoint']}",Apr
Data Scientist,Data Scientist Team Lead,Germany,via Jobs Trabajo.org,Full-time,False,Germany,2023-05-01 23:14:32,False,False,Germany,,,,SP Online GmbH,"['sql', 'python', 'bigquery', 'pandas', 'pytorch', 'github']","{'cloud': ['bigquery'], 'libraries': ['pandas', 'pytorch'], 'other': ['github'], 'programming': ['sql', 'python']}",May
Data Scientist,Data Scientist - Natural Language Processing (D/f/m),Germany,via Emprego.pt,Full-time,False,Germany,2023-05-13 23:46:29,False,False,Germany,,,,Airbus,"['python', 'sql', 'pandas', 'scikit-learn', 'tensorflow', 'pytorch']","{'libraries': ['pandas', 'scikit-learn', 'tensorflow', 'pytorch'], 'programming': ['python', 'sql']}",May
Data Scientist,Director of Data Science,Germany,via XING,Full-time,False,Germany,2023-08-14 23:20:51,False,False,Germany,,,,Motion Recruitment Partners LLC,"['python', 'aws', 'word']","{'analyst_tools': ['word'], 'cloud': ['aws'], 'programming': ['python']}",Aug
Data Analyst,"Buyer, Operations/Data Analyst",Germany,via Trabajo.org,Full-time,False,Germany,2023-02-26 23:08:59,True,False,Germany,,,,Ken's Foods,,,Feb
Senior Data Scientist,Senior Data Scientist (f/m/d) - Advertisement Technology,Germany,via Kaufland E-Commerce,Full-time,False,Germany,2023-01-05 23:38:31,False,False,Germany,,,,Kaufland e-commerce,"['sql', 'python', 'pandas', 'numpy', 'scikit-learn', 'tensorflow', 'pytorch']","{'libraries': ['pandas', 'numpy', 'scikit-learn', 'tensorflow', 'pytorch'], 'programming': ['sql', 'python']}",Jan
Senior Data Analyst,Senior Data Analyst – Marketing Analytics at BackMarket,Germany,via Jobrapido.com,Full-time,False,Germany,2023-04-12 23:31:52,False,False,Germany,,,,BackMarket,['sql'],{'programming': ['sql']},Apr
Data Analyst,Data Management Associate,Germany,via XING,Full-time,False,Germany,2023-11-10 23:35:25,False,False,Germany,,,,Krombacher Brauerei Bernhard Schadeberg GmbH & Co. KG,"['sql', 'mysql', 'sql server', 'looker', 'tableau']","{'analyst_tools': ['looker', 'tableau'], 'databases': ['mysql', 'sql server'], 'programming': ['sql']}",Nov
Data Engineer,Placement Student – Clinical Data Engineer,Germany,via XING,Full-time,False,Germany,2023-02-02 00:00:16,False,False,Germany,,,,Parexel International Corporation,['sql'],{'programming': ['sql']},Feb
Data Scientist,Data Scientist at Wallapop,Germany,via Jobrapido.com,Full-time,False,Germany,2023-02-06 23:38:36,False,False,Germany,,,,Wallapop,"['python', 'sql', 'go', 'aws', 'redshift', 'azure', 'pandas', 'numpy', 'scikit-learn', 'tensorflow', 'keras', 'pytorch', 'airflow', 'spark', 'windows', 'looker', 'tableau']","{'analyst_tools': ['looker', 'tableau'], 'cloud': ['aws', 'redshift', 'azure'], 'libraries': ['pandas', 'numpy', 'scikit-learn', 'tensorflow', 'keras', 'pytorch', 'airflow', 'spark'], 'os': ['windows'], 'programming': ['python', 'sql', 'go']}",Feb
Software Engineer,(Senior) Platform Engineer (f/m/d),Germany,via Kaufland E-Commerce,Full-time,False,Germany,2023-01-26 00:00:18,False,False,Germany,,,,Kaufland e-commerce,"['golang', 'gcp', 'kubernetes', 'terraform', 'gitlab']","{'cloud': ['gcp'], 'other': ['kubernetes', 'terraform', 'gitlab'], 'programming': ['golang']}",Jan
Business Analyst,Business Intelligence Analyst (f/m/d),Germany,via Recruit.net,Full-time,False,Germany,2023-09-01 23:44:02,True,False,Germany,,,,ionysis GmbH,['assembly'],{'programming': ['assembly']},Sep
Data Scientist,Data Scientist / Engineer (m/w/d),Germany,via AllatNet Recruiting,Contractor,False,Germany,2023-07-02 23:32:28,False,False,Germany,,,,AllatNet Recruiting GmbH & Co. KG,"['sql', 'python', 'r', 'pandas', 'scikit-learn']","{'libraries': ['pandas', 'scikit-learn'], 'programming': ['sql', 'python', 'r']}",Jul
Senior Data Engineer,(Senior) Data Engineer (m/w/d),Germany,via Central Illinois Proud Jobs,Full-time,False,Germany,2023-03-08 23:15:05,True,False,Germany,,,,"CGI Group, Inc.","['python', 'scala', 'java', 'sql', 'aws', 'azure', 'gcp', 'spark', 'hadoop', 'docker', 'jenkins']","{'cloud': ['aws', 'azure', 'gcp'], 'libraries': ['spark', 'hadoop'], 'other': ['docker', 'jenkins'], 'programming': ['python', 'scala', 'java', 'sql']}",Mar
Senior Data Analyst,Senior Data Analyst - Consulting (m/w/d),Germany,via Recruit.net,Full-time,False,Germany,2023-06-05 00:13:05,True,False,Germany,,,,Cintellic GmbH,"['nosql', 'sas', 'sas', 'r', 'scala', 'python', 'java', 'mysql', 'postgresql', 'oracle', 'hadoop', 'spss']","{'analyst_tools': ['sas', 'spss'], 'cloud': ['oracle'], 'databases': ['mysql', 'postgresql'], 'libraries': ['hadoop'], 'programming': ['nosql', 'sas', 'r', 'scala', 'python', 'java']}",Jun
Data Scientist,Trainee – Big Data (m/w/d),Germany,via Stepstone,Full-time,False,Germany,2023-11-01 23:10:57,True,False,Germany,,,,SVA System Vertrieb Alexander GmbH,"['java', 'go', 'python']","{'programming': ['java', 'go', 'python']}",Nov
Data Analyst,Consultant - Data Analyst (m/w/d) Schwerpunkt Microsoft Power Bi,Germany,via Recruit.net,Full-time,False,Germany,2023-02-12 23:35:39,True,False,Germany,,,,inpraxi Unternehmensberatung GmbH & Co. KG,"['sql', 'power bi', 'dax']","{'analyst_tools': ['power bi', 'dax'], 'programming': ['sql']}",Feb
Data Engineer,Team Lead Data Engineering / Engineering Manager (f/m/d),Germany,via Kaufland E-Commerce,Full-time,False,Germany,2023-06-02 23:37:51,False,False,Germany,,,,Kaufland e-commerce,,,Jun
Data Scientist,Data Scientist  at Thales,Germany,via Jobrapido.com,Full-time,False,Germany,2023-02-23 23:31:47,False,False,Germany,,,,Thales,"['php', 'c++', 'c#', 'java', 'python', 'ruby', 'ruby', 'mongodb', 'mongodb', 'go']","{'databases': ['mongodb'], 'programming': ['php', 'c++', 'c#', 'java', 'python', 'ruby', 'mongodb', 'go'], 'webframeworks': ['ruby']}",Feb
Data Scientist,Data Scientist,Germany,via BeBee,Full-time and Part-time,False,Germany,2023-11-16 23:17:59,False,False,Germany,,,,msg life ag,"['python', 'java', 'tensorflow']","{'libraries': ['tensorflow'], 'programming': ['python', 'java']}",Nov
Data Analyst,Industrial Data Analyst,Germany,via BeBee,Full-time,False,Germany,2023-09-27 23:14:39,True,False,Germany,,,,ZEISS,,,Sep
Machine Learning Engineer,Senior MLOps Engineer:in für KI-Projekte,Germany,via Stepstone,Full-time,False,Germany,2023-11-29 23:17:55,False,False,Germany,,,,Deutsche Bahn AG,"['python', 'shell', 'sql', 'aws', 'git']","{'cloud': ['aws'], 'other': ['git'], 'programming': ['python', 'shell', 'sql']}",Nov
Software Engineer,Software Engineer / Data Analyst (m/f/d),Germany,via Recruit.net,Full-time,False,Germany,2023-08-29 23:49:13,False,False,Germany,,,,Abberior GmbH,"['c++', 'python']","{'programming': ['c++', 'python']}",Aug
Senior Data Analyst,Group Purchasing Senior Data Analyst (m/f/diverse),Germany,via Recruit.net,Full-time,False,Germany,2023-02-01 23:59:20,False,False,Germany,,,,Continental,"['r', 'python', 'sql', 'aws', 'azure', 'power bi']","{'analyst_tools': ['power bi'], 'cloud': ['aws', 'azure'], 'programming': ['r', 'python', 'sql']}",Feb
Software Engineer,Senior Software Engineer (all genders),Germany,via Kaufland E-Commerce,Full-time,False,Germany,2023-08-26 23:43:46,False,False,Germany,,,,Kaufland e-commerce,"['php', 'go', 'node.js', 'linux']","{'os': ['linux'], 'programming': ['php', 'go'], 'webframeworks': ['node.js']}",Aug
Senior Data Scientist,Senior Data Scientist: NLP at Clarity AI,Germany,via Jobrapido.com,Full-time,False,Germany,2023-02-03 23:42:53,False,False,Germany,,,,Clarity AI,"['python', 'sql', 'nosql', 'nltk', 'hugging face', 'spark', 'airflow', 'excel']","{'analyst_tools': ['excel'], 'libraries': ['nltk', 'hugging face', 'spark', 'airflow'], 'programming': ['python', 'sql', 'nosql']}",Feb
Data Engineer,Air Data System Engineer for Flight Control Systems (f/m/d) Germany,Germany,via WSPA Jobs,Full-time,False,Germany,2023-05-04 23:25:42,False,False,Germany,,,,Bishop GmbH,['matlab'],{'programming': ['matlab']},May
Data Engineer,Data Integration Engineer (f/m/d),Germany,via My Stateline Jobs,Full-time,False,Germany,2023-03-02 23:19:56,True,False,Germany,,,,HeidelbergCement AG,,,Mar
Data Engineer,Data Engineer (w/m/d),Germany,via Recruit.net,Full-time,False,Germany,2023-02-12 23:36:40,True,False,Germany,,,,1 1 Mail Media Applications Se,"['sql', 'microstrategy']","{'analyst_tools': ['microstrategy'], 'programming': ['sql']}",Feb
Business Analyst,Senior Insights-,Germany,via BeBee,Full-time,False,Germany,2023-11-24 23:17:35,True,False,Germany,,,,Hochland Deutschland GmbH,,,Nov
Data Scientist,Data Scientist (m/w/d),Germany,via Big Country Jobs,Full-time,False,Germany,2023-01-02 23:31:03,False,False,Germany,,,,Witt-Gruppe,,,Jan
Data Scientist,Data Scientist (m/w/d),Germany,via Recruit.net,Full-time,False,Germany,2023-11-12 23:32:13,False,False,Germany,,,,KOSATEC Computer GmbH,"['r', 'sql', 'python', 'tableau']","{'analyst_tools': ['tableau'], 'programming': ['r', 'sql', 'python']}",Nov
Senior Data Analyst,"Sr. Data Analyst, Customer Insights, EU",Germany,via Sports Tech Jobs,Full-time,False,Germany,2023-05-25 23:32:30,False,False,Germany,,,,Athletic Greens,"['sql', 'sas', 'sas', 'r', 'python', 'excel', 'sheets']","{'analyst_tools': ['sas', 'excel', 'sheets'], 'programming': ['sql', 'sas', 'r', 'python']}",May
Data Analyst,Data Analyst (m/w/d),Germany,via Star Job Search,Full-time,False,Germany,2023-08-01 00:07:59,True,False,Germany,,,,TENHIL GmbH & Co. KG,"['r', 'sql', 'tableau', 'power bi', 'excel']","{'analyst_tools': ['tableau', 'power bi', 'excel'], 'programming': ['r', 'sql']}",Aug
Data Engineer,SAP Business Intelligence Specialist - Data Engineering (w/m/d),Germany,via Recruit.net,Full-time,False,Germany,2023-02-12 23:35:39,False,False,Germany,,,,HYDAC INTERNATIONAL GmbH,['sap'],{'analyst_tools': ['sap']},Feb
Software Engineer,Senior Software Engineer (m/w/d) für die Forschungsgruppe Big Data...,Germany,via Stepstone,Full-time,False,Germany,2023-05-28 23:15:13,True,False,Germany,,,,Würth Deutschland,['python'],{'programming': ['python']},May
Data Analyst,Principal Analyst Data Governance - Policies & Procedures,Germany,via XING,Full-time,False,Germany,2023-10-16 23:32:53,False,False,Germany,,,,Parexel International Corporation,"['excel', 'powerpoint', 'word']","{'analyst_tools': ['excel', 'powerpoint', 'word']}",Oct
Software Engineer,Junior PHP Engineer (f/m/d),Germany,via Kaufland E-Commerce,Full-time,False,Germany,2023-01-01 23:36:46,False,False,Germany,,,,Kaufland e-commerce,"['php', 'mysql', 'symfony', 'laravel']","{'databases': ['mysql'], 'programming': ['php'], 'webframeworks': ['symfony', 'laravel']}",Jan
Data Analyst,Business Development Data Analyst (m/w/d),Germany,via Recruit.net,Full-time,False,Germany,2023-12-23 23:32:26,True,False,Germany,,,,TALENTSCOUT,,,Dec
Software Engineer,Full Stack Engineer (Remote),Germany,via Recruit.net,Full-time,False,Germany,2023-08-31 23:53:35,True,False,Germany,,,,Finrec.io,"['python', 'nosql', 'postgresql', 'redis', 'gcp', 'react', 'kafka', 'spark', 'airflow', 'fastapi', 'flask', 'django', 'linux', 'excel', 'kubernetes', 'docker', 'flow', 'git', 'github']","{'analyst_tools': ['excel'], 'cloud': ['gcp'], 'databases': ['postgresql', 'redis'], 'libraries': ['react', 'kafka', 'spark', 'airflow'], 'os': ['linux'], 'other': ['kubernetes', 'docker', 'flow', 'git', 'github'], 'programming': ['python', 'nosql'], 'webframeworks': ['fastapi', 'flask', 'django']}",Aug
Data Analyst,"Data Analyst, Medical Group",Germany,"via Trabajo.org - Stellenangebote, Arbeit",Full-time,False,Germany,2023-04-04 23:33:50,False,False,Germany,,,,Christiana Care Health System,"['sql', 'sql server', 'tableau', 'alteryx']","{'analyst_tools': ['tableau', 'alteryx'], 'databases': ['sql server'], 'programming': ['sql']}",Apr
Data Analyst,"Online Data Analyst (m,f,d) - Germany",Germany,via XING,Part-time,False,Germany,2023-05-02 23:25:14,True,False,Germany,,,,TELUS International Europe,['go'],{'programming': ['go']},May
Senior Data Engineer,Senior Data Engineer Trust at Adevinta,Germany,via Jobrapido.com,Full-time,False,Germany,2023-11-08 23:39:04,False,False,Germany,,,,Adevinta,"['nosql', 'cassandra', 'redshift', 'aws', 'spark', 'kafka', 'airflow', 'kubernetes']","{'cloud': ['redshift', 'aws'], 'databases': ['cassandra'], 'libraries': ['spark', 'kafka', 'airflow'], 'other': ['kubernetes'], 'programming': ['nosql']}",Nov
Data Analyst,Data Analyst Warehousing Operations,Germany,via Jobrapido.com,Full-time,False,Germany,2023-10-13 23:34:51,False,False,Germany,,,,Unspecified,"['python', 'sql', 'r', 'qlik', 'power bi']","{'analyst_tools': ['qlik', 'power bi'], 'programming': ['python', 'sql', 'r']}",Oct
Data Scientist,Data Scientist (m/w/d),Germany,via XING,Full-time,False,Germany,2023-08-28 23:38:02,False,False,Germany,,,,PKF Fasselt Partnerschaft mbB,"['python', 'aws', 'scikit-learn', 'pandas', 'numpy', 'nltk']","{'cloud': ['aws'], 'libraries': ['scikit-learn', 'pandas', 'numpy', 'nltk'], 'programming': ['python']}",Aug
Data Engineer,Data Engineer Data Platform (f/m/d),Germany,via KSNT Jobs,Full-time,False,Germany,2023-02-15 23:34:22,True,False,Germany,,,,HeidelbergCement AG,,,Feb
Data Analyst,Data Analyst (w/m/d),Germany,via Recruit.net,Full-time,False,Germany,2023-02-12 23:35:37,True,False,Germany,,,,1 1 Mail Media Applications Se,"['python', 'slack']","{'programming': ['python'], 'sync': ['slack']}",Feb
Data Scientist,Internship in Data Scientist starting from October 2023,Germany,via Jobrapido.com,Full-time,False,Germany,2023-08-06 23:57:22,False,False,Germany,,,,Unspecified,"['python', 'databricks', 'scikit-learn', 'pandas', 'pyspark', 'github']","{'cloud': ['databricks'], 'libraries': ['scikit-learn', 'pandas', 'pyspark'], 'other': ['github'], 'programming': ['python']}",Aug
Data Engineer,Data Engineer (m/w/d),Germany,via LinkedIn,Full-time,False,Germany,2023-09-10 23:13:14,True,False,Germany,,,,Acteon Group Ltd.,"['sql', 'azure']","{'cloud': ['azure'], 'programming': ['sql']}",Sep
Data Engineer,Cyber Threat Intelligence Data Engineer,Germany,via BeBee,Full-time and Part-time,False,Germany,2023-12-20 23:18:16,False,False,Germany,,,,E Digital Technology GmbH,,,Dec
Data Engineer,Collective Tender Solution Engineer Data Centre Technologies (d/m/f),Germany,via My ArkLaMiss Jobs,Full-time,False,Germany,2023-01-14 23:20:15,False,False,Germany,,,,Bishop GmbH,"['vmware', 'flow']","{'cloud': ['vmware'], 'other': ['flow']}",Jan
Data Analyst,Data Analyst at Zinio,Germany,via Jobrapido.com,Full-time,False,Germany,2023-11-07 00:09:06,False,False,Germany,,,,Zinio,"['sql', 'python', 'databricks', 'aws', 'pyspark', 'spark', 'looker']","{'analyst_tools': ['looker'], 'cloud': ['databricks', 'aws'], 'libraries': ['pyspark', 'spark'], 'programming': ['sql', 'python']}",Nov
Data Scientist,Data Scientist (w/m/d) - Data Analytics,Germany,via Recruit.net,Full-time,False,Germany,2023-02-12 23:36:12,False,False,Germany,,,,1 1 Mail Media Applications Se,"['sql', 'python', 'looker']","{'analyst_tools': ['looker'], 'programming': ['sql', 'python']}",Feb
Data Scientist,Data Scientist,Germany,via JobLeads,Full-time,False,Germany,2023-01-28 00:02:55,False,False,Germany,,,,Gameloft,"['python', 'sql']","{'programming': ['python', 'sql']}",Jan
Data Scientist,Dateningenieur,Germany,via Recruit.net,Full-time,False,Germany,2023-06-25 23:48:10,False,False,Germany,,,,Syte,"['python', 'aws', 'numpy', 'pandas', 'scikit-learn', 'pytorch', 'tensorflow', 'git']","{'cloud': ['aws'], 'libraries': ['numpy', 'pandas', 'scikit-learn', 'pytorch', 'tensorflow'], 'other': ['git'], 'programming': ['python']}",Jun
